plot,rate,pattern,block,stage,diameter,height,who,year
202,168,Row,2,67,1.4,86.40,Laurel,2022
206,56,Grid,2,61,1.4,55.90,Laurel,2022
209,168,Grid,2,69,1.4,94.00,Laurel,2022
307,168,Row,3,65,1.4,91.40,Laurel,2022
307,168,Row,3,69,1.4,99.10,Laurel,2022
201,56,Grid,2,61,1.4,73.66,Laurel,2023
206,168,Grid,2,na,1.4,40.64,Noelle,2023
206,168,Grid,2,63,1.4,58.42,Noelle,2023
206,168,Grid,2,65,1.4,78.74,Noelle,2023
103,112,Grid,1,59,1.4,78.70,Laurel,2022
105,168,Grid,1,61,1.4,68.60,Laurel,2022
201,112,Grid,2,65,1.39,86.40,Laurel,2022
305,168,Row,3,61,1.39,48.26,Noelle,2023
305,168,Row,3,65,1.39,49.53,Noelle,2023
305,168,Row,3,71,1.39,86.36,Laurel,2023
305,168,Row,3,71,1.39,102.87,Laurel,2023
307,168,Row,3,61,1.39,81.30,Laurel,2022
307,168,Row,3,65,1.39,91.40,Laurel,2022
206,168,Grid,2,59,1.39,71.12,Noelle,2023
208,112,Grid,2,67,1.39,93.98,Laurel,2023
104,168,Grid,1,71,1.39,91.44,Noelle,2023
104,168,Grid,1,71,1.39,93.98,Noelle,2023
103,112,Grid,1,65,1.39,81.30,Laurel,2022
105,168,Grid,1,61,1.39,71.10,Laurel,2022
105,168,Grid,1,61,1.39,81.30,Laurel,2022
202,168,Row,2,65,1.38,71.10,Laurel,2022
202,168,Row,2,69,1.38,73.70,Laurel,2022
202,168,Row,2,69,1.38,86.40,Laurel,2022
301,56,Grid,3,61,1.38,83.80,Laurel,2022
307,168,Row,3,67,1.38,86.40,Laurel,2022
307,168,Row,3,69,1.38,94.00,Laurel,2022
203,168,Row,2,61,1.38,83.82,Noelle,2023
206,168,Grid,2,71,1.38,60.96,Noelle,2023
206,168,Grid,2,71,1.38,73.66,Noelle,2023
208,112,Grid,2,69,1.38,99.06,Laurel,2023
208,112,Grid,2,71,1.38,116.84,Laurel,2023
102,112,Row,1,63,1.38,60.96,Noelle,2023
103,112,Grid,1,63,1.38,111.76,Laurel,2023
103,112,Grid,1,63,1.38,81.30,Laurel,2022
203,112,Row,2,61,1.37,73.70,Laurel,2022
204,56,Row,2,69,1.37,73.70,Laurel,2022
209,168,Grid,2,67,1.37,69.90,Laurel,2022
209,168,Grid,2,69,1.37,80.00,Laurel,2022
209,168,Grid,2,69,1.37,83.80,Laurel,2022
305,168,Row,3,71,1.37,81.28,Noelle,2023
306,28,Row,3,61,1.37,90.17,Laurel,2023
303,112,Row,3,63,1.37,96.50,Laurel,2022
306,168,Grid,3,69,1.37,76.20,Cody,2022
307,168,Row,3,61,1.37,68.60,Laurel,2022
307,168,Row,3,63,1.37,88.90,Laurel,2022
307,168,Row,3,69,1.37,91.40,Laurel,2022
203,168,Row,2,63,1.37,60.96,Noelle,2023
104,168,Grid,1,67,1.37,83.82,Noelle,2023
104,168,Grid,1,67,1.37,87.63,Noelle,2023
104,168,Grid,1,69,1.37,93.98,Noelle,2023
105,168,Row,1,65,1.37,73.66,Noelle,2023
105,168,Row,1,67,1.37,102.87,Noelle,2023
101,112,Row,1,59,1.37,50.80,Laurel,2022
103,112,Grid,1,63,1.37,66.00,Laurel,2022
109,168,Row,1,67,1.37,78.70,Laurel,2022
201,112,Grid,2,69,1.36,86.40,Laurel,2022
203,112,Row,2,61,1.36,83.80,Laurel,2022
209,168,Grid,2,65,1.36,68.60,Laurel,2022
209,168,Grid,2,61,1.36,83.80,Laurel,2022
209,168,Grid,2,65,1.36,83.80,Laurel,2022
209,168,Grid,2,69,1.36,83.80,Laurel,2022
303,56,Grid,3,61,1.36,95.25,Noelle,2023
307,168,Row,3,67,1.36,83.80,Laurel,2022
307,168,Row,3,67,1.36,88.90,Laurel,2022
307,168,Row,3,69,1.36,94.00,Laurel,2022
307,168,Row,3,65,1.36,99.10,Laurel,2022
206,168,Grid,2,59,1.36,60.96,Noelle,2023
206,168,Grid,2,61,1.36,73.66,Noelle,2023
209,112,Row,2,61,1.36,91.44,Noelle,2023
102,112,Row,1,71,1.36,91.44,Noelle,2023
102,112,Row,1,71,1.36,92.71,Noelle,2023
103,112,Grid,1,71,1.36,96.52,Laurel,2023
104,168,Grid,1,71,1.36,105.41,Noelle,2023
101,112,Row,1,61,1.36,76.20,Laurel,2022
103,112,Grid,1,67,1.36,116.80,Laurel,2022
105,168,Grid,1,61,1.36,55.90,Laurel,2022
107,56,Grid,1,61,1.36,73.70,Laurel,2022
201,112,Grid,2,71,1.35,73.70,Laurel,2022
202,168,Row,2,69,1.35,86.40,Laurel,2022
202,168,Row,2,69,1.35,91.40,Laurel,2022
206,56,Grid,2,61,1.35,78.70,Laurel,2022
209,168,Grid,2,69,1.35,81.30,Laurel,2022
305,168,Row,3,59,1.35,25.40,Laurel,2023
305,168,Row,3,71,1.35,100.33,Laurel,2023
308,168,Grid,3,61,1.35,80.01,Laurel,2023
308,168,Grid,3,69,1.35,85.09,Laurel,2023
301,56,Grid,3,69,1.35,83.80,Laurel,2022
306,168,Grid,3,62,1.35,71.10,Cody,2022
102,112,Row,1,71,1.35,119.38,Noelle,2023
104,168,Grid,1,71,1.35,87.63,Noelle,2023
104,168,Grid,1,71,1.35,92.71,Noelle,2023
103,112,Grid,1,65,1.35,81.30,Laurel,2022
103,112,Grid,1,61,1.35,91.40,Laurel,2022
204,56,Row,2,69,1.34,96.50,Laurel,2022
209,168,Grid,2,69,1.34,55.90,Laurel,2022
209,168,Grid,2,67,1.34,73.70,Laurel,2022
305,168,Row,3,71,1.34,57.15,Noelle,2023
305,168,Row,3,69,1.34,78.74,Laurel,2023
305,168,Row,3,71,1.34,96.52,Laurel,2023
307,168,Row,3,69,1.34,78.70,Laurel,2022
308,56,Row,3,61,1.34,71.10,Laurel,2022
203,168,Row,2,65,1.34,98.04,Noelle,2023
103,112,Grid,1,59,1.34,63.50,Laurel,2023
103,112,Grid,1,63,1.34,96.52,Laurel,2023
104,168,Grid,1,69,1.34,80.01,Noelle,2023
103,112,Grid,1,67,1.34,86.40,Laurel,2022
109,168,Row,1,65,1.34,71.10,Laurel,2022
201,112,Grid,2,67,1.33,83.80,Laurel,2022
202,168,Row,2,63,1.33,86.40,Laurel,2022
203,112,Row,2,61,1.33,68.60,Laurel,2022
309,112,Grid,3,65,1.33,68.58,Noelle,2023
301,56,Grid,3,69,1.33,86.40,Laurel,2022
307,168,Row,3,69,1.33,83.80,Laurel,2022
307,168,Row,3,69,1.33,94.00,Laurel,2022
206,168,Grid,2,65,1.33,60.96,Noelle,2023
102,112,Row,1,67,1.33,72.39,Noelle,2023
104,168,Grid,1,71,1.33,74.93,Noelle,2023
105,168,Row,1,59,1.33,54.61,Noelle,2023
101,112,Row,1,67,1.33,68.60,Laurel,2022
101,112,Row,1,30,1.33,73.70,Laurel,2022
101,112,Row,1,63,1.33,78.70,Laurel,2022
102,28,Row,1,67,1.33,86.40,Laurel,2022
103,112,Grid,1,63,1.33,78.70,Laurel,2022
105,168,Grid,1,61,1.33,63.50,Laurel,2022
105,168,Grid,1,61,1.33,83.80,Laurel,2022
202,168,Row,2,67,1.32,83.80,Laurel,2022
203,112,Row,2,63,1.32,61.00,Laurel,2022
209,168,Grid,2,61,1.32,76.20,Laurel,2022
305,168,Row,3,69,1.32,86.36,Laurel,2023
305,168,Row,3,71,1.32,93.98,Laurel,2023
309,112,Grid,3,69,1.32,88.90,Laurel,2023
302,28,Grid,3,63,1.32,83.80,Laurel,2022
305,112,Grid,3,69,1.32,86.40,Laurel,2022
306,168,Grid,3,63,1.32,91.40,Cody,2022
203,168,Row,2,65,1.32,86.36,Noelle,2023
209,112,Row,2,59,1.32,71.12,Noelle,2023
105,168,Grid,1,61,1.32,55.90,Laurel,2022
105,168,Grid,1,65,1.32,61.00,Laurel,2022
105,168,Grid,1,65,1.32,71.10,Laurel,2022
202,168,Row,2,69,1.31,68.60,Laurel,2022
203,112,Row,2,61,1.31,71.10,Laurel,2022
304,112,Row,3,61,1.31,81.28,Laurel,2023
305,168,Row,3,71,1.31,101.60,Laurel,2023
309,112,Grid,3,59,1.31,66.04,Laurel,2023
201,56,Grid,2,31,1.31,33.02,Laurel,2023
202,56,Row,2,61,1.31,88.90,Laurel,2023
209,112,Row,2,71,1.31,78.74,Noelle,2023
102,28,Row,1,61,1.31,45.70,Laurel,2022
103,112,Grid,1,61,1.31,76.20,Laurel,2022
201,112,Grid,2,69,1.3,81.30,Laurel,2022
201,112,Grid,2,69,1.3,88.90,Laurel,2022
202,168,Row,2,65,1.3,73.70,Laurel,2022
202,168,Row,2,69,1.3,81.30,Laurel,2022
209,168,Grid,2,61,1.3,83.80,Laurel,2022
305,168,Row,3,69,1.3,83.82,Laurel,2023
305,168,Row,3,71,1.3,91.44,Laurel,2023
305,112,Grid,3,69,1.3,81.30,Laurel,2022
307,168,Row,3,65,1.3,86.40,Laurel,2022
307,168,Row,3,69,1.3,94.00,Laurel,2022
308,56,Row,3,69,1.3,88.90,Laurel,2022
206,168,Grid,2,71,1.3,63.50,Noelle,2023
107,56,Grid,1,69,1.3,99.06,Laurel,2023
101,112,Row,1,61,1.3,88.90,Laurel,2022
105,168,Grid,1,63,1.3,72.40,Laurel,2022
109,168,Row,1,63,1.3,81.30,Laurel,2022
201,112,Grid,2,67,1.29,81.30,Laurel,2022
202,168,Row,2,65,1.29,83.80,Laurel,2022
305,168,Row,3,69,1.29,101.60,Laurel,2023
308,168,Grid,3,67,1.29,96.52,Laurel,2023
309,112,Grid,3,71,1.29,86.36,Laurel,2023
305,112,Grid,3,69,1.29,96.50,Laurel,2022
202,56,Row,2,61,1.29,80.01,Laurel,2023
206,168,Grid,2,63,1.29,67.31,Noelle,2023
208,112,Grid,2,69,1.29,91.44,Laurel,2023
104,168,Grid,1,69,1.29,73.66,Noelle,2023
101,112,Row,1,61,1.29,50.80,Laurel,2022
101,112,Row,1,61,1.29,78.70,Laurel,2022
202,168,Row,2,65,1.28,81.30,Laurel,2022
209,168,Grid,2,69,1.28,94.00,Laurel,2022
305,168,Row,3,71,1.28,81.28,Laurel,2023
308,168,Grid,3,67,1.28,106.68,Laurel,2023
307,168,Row,3,67,1.28,88.90,Laurel,2022
206,168,Grid,2,71,1.28,69.85,Noelle,2023
102,112,Row,1,69,1.28,97.79,Noelle,2023
105,168,Row,1,69,1.28,83.82,Laurel,2023
105,168,Row,1,69,1.28,91.44,Laurel,2023
104,56,Row,1,59,1.28,38.10,Laurel,2022
109,168,Row,1,65,1.28,68.60,Laurel,2022
201,112,Grid,2,65,1.27,68.60,Laurel,2022
202,168,Row,2,65,1.27,73.70,Laurel,2022
203,112,Row,2,63,1.27,71.10,Laurel,2022
209,168,Grid,2,65,1.27,61.00,Laurel,2022
209,168,Grid,2,63,1.27,78.70,Laurel,2022
305,168,Row,3,71,1.27,73.66,Noelle,2023
305,168,Row,3,69,1.27,76.20,Laurel,2023
305,168,Row,3,69,1.27,83.82,Laurel,2023
305,168,Row,3,71,1.27,83.82,Laurel,2023
305,168,Row,3,71,1.27,99.06,Laurel,2023
305,168,Row,3,71,1.27,106.68,Laurel,2023
201,56,Grid,2,63,1.27,78.74,Laurel,2023
206,168,Grid,2,71,1.27,63.50,Noelle,2023
206,168,Grid,2,71,1.27,66.04,Noelle,2023
208,112,Grid,2,65,1.27,96.52,Laurel,2023
105,168,Row,1,71,1.27,62.23,Noelle,2023
103,112,Grid,1,59,1.27,50.80,Laurel,2022
103,112,Grid,1,61,1.27,73.70,Laurel,2022
305,168,Row,3,71,1.26,73.66,Noelle,2023
305,168,Row,3,71,1.26,74.93,Noelle,2023
305,168,Row,3,71,1.26,83.82,Laurel,2023
305,168,Row,3,71,1.26,96.52,Laurel,2023
305,168,Row,3,71,1.26,101.60,Laurel,2023
306,28,Row,3,61,1.26,63.50,Laurel,2023
301,56,Grid,3,65,1.26,78.70,Laurel,2022
307,168,Row,3,63,1.26,83.80,Laurel,2022
307,168,Row,3,65,1.26,86.40,Laurel,2022
202,56,Row,2,65,1.26,88.90,Laurel,2023
206,168,Grid,2,71,1.26,66.04,Noelle,2023
206,168,Grid,2,63,1.26,68.58,Noelle,2023
206,168,Grid,2,69,1.26,83.82,Noelle,2023
209,112,Row,2,63,1.26,76.20,Noelle,2023
105,168,Row,1,71,1.26,73.66,Laurel,2023
101,112,Row,1,31,1.26,25.40,Laurel,2022
202,168,Row,2,63,1.25,81.30,Laurel,2022
202,168,Row,2,67,1.25,83.80,Laurel,2022
202,168,Row,2,63,1.25,88.90,Laurel,2022
203,112,Row,2,61,1.25,68.60,Laurel,2022
305,168,Row,3,69,1.25,76.20,Laurel,2023
305,168,Row,3,69,1.25,78.74,Laurel,2023
305,168,Row,3,65,1.25,81.28,Laurel,2023
305,168,Row,3,71,1.25,87.63,Laurel,2023
305,168,Row,3,71,1.25,88.90,Laurel,2023
306,168,Grid,3,69,1.25,73.70,Cody,2022
307,168,Row,3,65,1.25,91.40,Laurel,2022
201,56,Grid,2,59,1.25,87.63,Laurel,2023
102,112,Row,1,67,1.25,76.20,Noelle,2023
102,112,Row,1,67,1.25,101.60,Noelle,2023
101,112,Row,1,61,1.25,96.50,Laurel,2022
103,112,Grid,1,61,1.25,53.30,Laurel,2022
203,112,Row,2,59,1.24,68.60,Laurel,2022
303,56,Grid,3,59,1.24,72.39,Noelle,2023
305,168,Row,3,71,1.24,83.82,Laurel,2023
305,168,Row,3,69,1.24,106.68,Laurel,2023
309,112,Grid,3,59,1.24,63.50,Noelle,2023
307,168,Row,3,69,1.24,83.80,Laurel,2022
307,168,Row,3,69,1.24,99.10,Laurel,2022
105,168,Grid,1,67,1.24,76.20,Laurel,2022
202,168,Row,2,65,1.23,68.60,Laurel,2022
202,168,Row,2,69,1.23,83.80,Laurel,2022
202,168,Row,2,69,1.23,91.40,Laurel,2022
304,112,Row,3,63,1.23,93.98,Laurel,2023
305,168,Row,3,71,1.23,73.66,Noelle,2023
304,28,Row,3,59,1.23,58.40,Laurel,2022
305,112,Grid,3,69,1.23,88.90,Laurel,2022
307,168,Row,3,67,1.23,91.40,Laurel,2022
307,168,Row,3,67,1.23,94.00,Laurel,2022
206,168,Grid,2,71,1.23,78.74,Noelle,2023
209,112,Row,2,65,1.23,78.74,Noelle,2023
104,168,Grid,1,71,1.23,96.52,Noelle,2023
109,168,Row,1,63,1.23,68.60,Laurel,2022
109,168,Row,1,65,1.23,71.10,Laurel,2022
202,168,Row,2,65,1.22,63.50,Laurel,2022
202,168,Row,2,69,1.22,76.20,Laurel,2022
202,168,Row,2,69,1.22,76.20,Laurel,2022
209,168,Grid,2,61,1.22,58.40,Laurel,2022
209,168,Grid,2,65,1.22,83.80,Laurel,2022
305,168,Row,3,71,1.22,73.66,Laurel,2023
305,168,Row,3,69,1.22,96.52,Laurel,2023
303,112,Row,3,59,1.22,83.80,Laurel,2022
303,112,Row,3,65,1.22,83.80,Laurel,2022
307,168,Row,3,65,1.22,66.00,Laurel,2022
206,168,Grid,2,59,1.22,71.12,Noelle,2023
103,112,Grid,1,61,1.22,81.28,Laurel,2023
104,168,Grid,1,71,1.22,86.36,Noelle,2023
101,112,Row,1,65,1.22,71.10,Laurel,2022
109,168,Row,1,61,1.22,61.00,Laurel,2022
109,168,Row,1,59,1.22,71.10,Laurel,2022
109,168,Row,1,61,1.22,86.40,Laurel,2022
202,168,Row,2,65,1.21,50.80,Laurel,2022
202,168,Row,2,69,1.21,71.10,Laurel,2022
202,168,Row,2,67,1.21,83.80,Laurel,2022
204,28,Row,2,59,1.21,41.91,Noelle,2023
105,168,Grid,1,53,1.21,76.20,Laurel,2022
201,112,Grid,2,63,1.2,67.30,Laurel,2022
201,112,Grid,2,69,1.2,68.60,Laurel,2022
202,168,Row,2,69,1.2,73.70,Laurel,2022
203,112,Row,2,61,1.2,58.40,Laurel,2022
209,168,Grid,2,65,1.2,68.60,Laurel,2022
305,168,Row,3,69,1.2,81.28,Laurel,2023
305,168,Row,3,71,1.2,86.36,Laurel,2023
305,112,Grid,3,69,1.2,94.00,Laurel,2022
307,168,Row,3,65,1.2,76.20,Laurel,2022
307,168,Row,3,69,1.2,81.30,Laurel,2022
307,168,Row,3,67,1.2,83.80,Laurel,2022
307,168,Row,3,65,1.2,94.00,Laurel,2022
203,168,Row,2,37,1.2,35.56,Noelle,2023
209,112,Row,2,59,1.2,58.42,Noelle,2023
103,112,Grid,1,69,1.2,86.36,Laurel,2023
105,168,Row,1,71,1.2,49.53,Noelle,2023
107,56,Grid,1,59,1.2,91.44,Laurel,2023
103,112,Grid,1,61,1.2,68.60,Laurel,2022
105,168,Grid,1,61,1.2,66.00,Laurel,2022
105,168,Grid,1,65,1.2,78.70,Laurel,2022
109,168,Row,1,65,1.2,73.70,Laurel,2022
202,168,Row,2,65,1.19,71.10,Laurel,2022
202,168,Row,2,67,1.19,73.70,Laurel,2022
202,168,Row,2,69,1.19,73.70,Laurel,2022
203,112,Row,2,65,1.19,61.00,Laurel,2022
305,168,Row,3,71,1.19,76.20,Laurel,2023
305,168,Row,3,71,1.19,88.90,Laurel,2023
305,168,Row,3,71,1.19,91.44,Laurel,2023
308,168,Grid,3,69,1.19,52.07,Laurel,2023
307,168,Row,3,61,1.19,78.70,Laurel,2022
307,168,Row,3,63,1.19,88.90,Laurel,2022
206,168,Grid,2,65,1.19,55.88,Noelle,2023
103,112,Grid,1,71,1.19,99.06,Laurel,2023
106,28,Grid,1,37,1.19,27.94,Noelle,2023
101,112,Row,1,65,1.19,78.70,Laurel,2022
103,112,Grid,1,61,1.19,66.00,Laurel,2022
104,56,Row,1,61,1.19,78.70,Laurel,2022
105,168,Grid,1,65,1.19,50.80,Laurel,2022
109,168,Row,1,65,1.19,83.80,Laurel,2022
202,168,Row,2,63,1.18,68.60,Laurel,2022
202,168,Row,2,65,1.18,68.60,Laurel,2022
202,168,Row,2,65,1.18,80.00,Laurel,2022
202,168,Row,2,69,1.18,81.30,Laurel,2022
305,168,Row,3,63,1.18,78.74,Laurel,2023
307,168,Row,3,69,1.18,71.10,Laurel,2022
307,168,Row,3,61,1.18,73.70,Laurel,2022
308,56,Row,3,65,1.18,73.70,Laurel,2022
209,112,Row,2,59,1.18,66.04,Noelle,2023
102,112,Row,1,67,1.18,95.25,Noelle,2023
105,168,Row,1,71,1.18,87.63,Laurel,2023
105,168,Grid,1,63,1.18,63.50,Laurel,2022
109,168,Row,1,61,1.18,76.20,Laurel,2022
202,168,Row,2,67,1.17,86.40,Laurel,2022
209,168,Grid,2,61,1.17,83.80,Laurel,2022
304,112,Row,3,69,1.17,95.25,Laurel,2023
305,168,Row,3,69,1.17,86.36,Laurel,2023
309,112,Grid,3,63,1.17,80.01,Laurel,2023
306,168,Grid,3,69,1.17,76.20,Cody,2022
307,168,Row,3,63,1.17,86.40,Laurel,2022
307,168,Row,3,65,1.17,91.40,Laurel,2022
203,168,Row,2,65,1.17,86.36,Noelle,2023
206,168,Grid,2,59,1.17,48.26,Noelle,2023
101,112,Row,1,61,1.17,63.50,Laurel,2022
101,112,Row,1,67,1.17,71.10,Laurel,2022
201,112,Grid,2,61,1.16,68.60,Laurel,2022
202,168,Row,2,69,1.16,73.70,Laurel,2022
204,56,Row,2,61,1.16,94.00,Laurel,2022
206,56,Grid,2,59,1.16,38.10,Laurel,2022
301,56,Grid,3,63,1.16,76.20,Laurel,2022
307,168,Row,3,61,1.16,66.00,Laurel,2022
307,168,Row,3,69,1.16,73.70,Laurel,2022
307,168,Row,3,65,1.16,81.30,Laurel,2022
206,168,Grid,2,65,1.16,58.42,Noelle,2023
206,168,Grid,2,67,1.16,60.96,Noelle,2023
206,168,Grid,2,61,1.16,76.20,Noelle,2023
206,168,Grid,2,69,1.16,82.55,Noelle,2023
101,28,Row,1,59,1.16,49.53,Noelle,2023
105,168,Row,1,71,1.16,88.90,Laurel,2023
105,168,Row,1,69,1.16,93.98,Noelle,2023
105,168,Grid,1,63,1.16,63.50,Laurel,2022
109,168,Row,1,67,1.16,81.30,Laurel,2022
202,168,Row,2,67,1.15,68.60,Laurel,2022
202,168,Row,2,67,1.15,76.20,Laurel,2022
202,168,Row,2,67,1.15,83.80,Laurel,2022
305,168,Row,3,69,1.15,93.98,Laurel,2023
305,112,Grid,3,65,1.15,78.70,Laurel,2022
206,168,Grid,2,69,1.15,76.20,Noelle,2023
209,112,Row,2,51,1.15,22.86,Noelle,2023
104,168,Grid,1,69,1.15,73.66,Noelle,2023
104,168,Grid,1,67,1.15,81.28,Noelle,2023
105,168,Grid,1,65,1.15,81.30,Laurel,2022
202,168,Row,2,65,1.14,68.60,Laurel,2022
206,56,Grid,2,63,1.14,76.20,Laurel,2022
309,112,Grid,3,59,1.14,43.18,Noelle,2023
307,168,Row,3,63,1.14,63.50,Laurel,2022
203,168,Row,2,65,1.14,71.12,Noelle,2023
203,168,Row,2,69,1.14,88.90,Noelle,2023
206,168,Grid,2,63,1.14,67.31,Noelle,2023
208,112,Grid,2,69,1.14,91.44,Laurel,2023
102,112,Row,1,67,1.14,82.55,Noelle,2023
105,168,Grid,1,61,1.14,76.20,Laurel,2022
202,168,Row,2,69,1.13,53.30,Laurel,2022
303,56,Grid,3,59,1.13,68.58,Noelle,2023
305,168,Row,3,71,1.13,83.82,Laurel,2023
201,56,Grid,2,61,1.13,91.44,Laurel,2023
206,168,Grid,2,61,1.13,55.88,Noelle,2023
105,168,Row,1,71,1.13,91.44,Noelle,2023
202,168,Row,2,65,1.12,71.10,Laurel,2022
209,168,Grid,2,61,1.12,53.30,Laurel,2022
209,168,Grid,2,59,1.12,86.40,Laurel,2022
304,112,Row,3,65,1.12,93.98,Laurel,2023
305,112,Grid,3,63,1.12,73.70,Laurel,2022
307,168,Row,3,65,1.12,88.90,Laurel,2022
308,56,Row,3,61,1.12,86.40,Laurel,2022
102,112,Row,1,71,1.12,86.36,Noelle,2023
109,168,Row,1,65,1.12,66.00,Laurel,2022
109,168,Row,1,65,1.12,71.10,Laurel,2022
202,168,Row,2,67,1.11,66.00,Laurel,2022
206,56,Grid,2,61,1.11,58.40,Laurel,2022
305,168,Row,3,71,1.11,68.58,Noelle,2023
307,168,Row,3,65,1.11,78.70,Laurel,2022
307,168,Row,3,65,1.11,81.30,Laurel,2022
202,56,Row,2,59,1.11,78.74,Laurel,2023
203,168,Row,2,71,1.11,86.36,Noelle,2023
206,168,Grid,2,65,1.11,62.23,Noelle,2023
105,168,Row,1,69,1.11,99.06,Laurel,2023
105,168,Grid,1,61,1.11,76.20,Laurel,2022
202,168,Row,2,63,1.1,61.00,Laurel,2022
202,168,Row,2,63,1.1,66.00,Laurel,2022
202,168,Row,2,63,1.1,73.70,Laurel,2022
202,168,Row,2,69,1.1,78.70,Laurel,2022
305,168,Row,3,71,1.1,78.74,Laurel,2023
309,112,Grid,3,59,1.1,26.67,Noelle,2023
307,168,Row,3,63,1.1,71.10,Laurel,2022
104,168,Grid,1,67,1.1,91.44,Noelle,2023
105,168,Row,1,71,1.1,83.82,Noelle,2023
105,168,Row,1,65,1.1,86.36,Noelle,2023
101,112,Row,1,61,1.1,78.70,Laurel,2022
105,168,Grid,1,61,1.1,66.00,Laurel,2022
109,168,Row,1,61,1.1,55.90,Laurel,2022
109,168,Row,1,61,1.1,63.50,Laurel,2022
202,168,Row,2,59,1.09,73.70,Laurel,2022
209,168,Grid,2,61,1.09,66.00,Laurel,2022
209,168,Grid,2,61,1.09,83.80,Laurel,2022
305,168,Row,3,69,1.09,72.39,Laurel,2023
305,168,Row,3,71,1.09,101.60,Laurel,2023
308,168,Grid,3,61,1.09,77.47,Laurel,2023
303,112,Row,3,69,1.09,73.70,Laurel,2022
306,168,Grid,3,69,1.09,67.30,Cody,2022
307,168,Row,3,63,1.09,73.70,Laurel,2022
308,56,Row,3,69,1.09,86.40,Laurel,2022
201,56,Grid,2,63,1.09,76.20,Laurel,2023
208,112,Grid,2,61,1.09,93.98,Laurel,2023
208,112,Grid,2,69,1.09,96.52,Laurel,2023
105,168,Grid,1,61,1.09,58.40,Laurel,2022
109,168,Row,1,65,1.09,71.10,Laurel,2022
109,168,Row,1,61,1.09,78.70,Laurel,2022
201,112,Grid,2,67,1.08,61.00,Laurel,2022
201,112,Grid,2,71,1.08,68.60,Laurel,2022
206,56,Grid,2,61,1.08,55.90,Laurel,2022
305,168,Row,3,63,1.08,48.26,Noelle,2023
305,168,Row,3,71,1.08,73.66,Laurel,2023
305,168,Row,3,71,1.08,78.74,Laurel,2023
306,28,Row,3,59,1.08,74.93,Laurel,2023
308,168,Grid,3,69,1.08,86.36,Laurel,2023
303,112,Row,3,61,1.08,76.20,Laurel,2022
306,168,Grid,3,62,1.08,71.10,Cody,2022
307,168,Row,3,61,1.08,81.30,Laurel,2022
307,168,Row,3,63,1.08,83.80,Laurel,2022
203,168,Row,2,61,1.08,73.66,Noelle,2023
206,168,Grid,2,65,1.08,63.50,Noelle,2023
206,168,Grid,2,71,1.08,68.58,Noelle,2023
107,56,Grid,1,59,1.08,78.74,Laurel,2023
105,168,Grid,1,69,1.08,50.80,Laurel,2022
202,168,Row,2,65,1.07,68.60,Laurel,2022
202,168,Row,2,65,1.07,73.70,Laurel,2022
209,168,Grid,2,65,1.07,68.60,Laurel,2022
206,168,Grid,2,71,1.07,55.88,Noelle,2023
206,168,Grid,2,61,1.07,71.12,Noelle,2023
105,168,Row,1,65,1.07,78.74,Noelle,2023
105,168,Grid,1,61,1.07,58.40,Laurel,2022
105,168,Grid,1,61,1.07,61.00,Laurel,2022
202,168,Row,2,63,1.06,68.60,Laurel,2022
202,168,Row,2,67,1.06,71.10,Laurel,2022
202,168,Row,2,69,1.06,76.20,Laurel,2022
206,56,Grid,2,61,1.06,55.90,Laurel,2022
305,168,Row,3,63,1.06,43.18,Noelle,2023
305,168,Row,3,71,1.06,81.28,Laurel,2023
306,168,Grid,3,67,1.06,69.90,Cody,2022
103,112,Grid,1,69,1.06,97.79,Laurel,2023
104,168,Grid,1,71,1.06,99.06,Noelle,2023
109,168,Row,1,61,1.06,53.30,Laurel,2022
109,168,Row,1,65,1.06,67.30,Laurel,2022
201,112,Grid,2,67,1.05,71.10,Laurel,2022
206,56,Grid,2,61,1.05,50.80,Laurel,2022
209,168,Grid,2,67,1.05,78.70,Laurel,2022
305,168,Row,3,71,1.05,55.88,Noelle,2023
305,168,Row,3,71,1.05,63.50,Laurel,2023
305,168,Row,3,71,1.05,78.74,Laurel,2023
305,168,Row,3,71,1.05,91.44,Laurel,2023
308,168,Grid,3,71,1.05,86.36,Laurel,2023
203,168,Row,2,59,1.05,33.02,Noelle,2023
206,168,Grid,2,63,1.05,93.98,Noelle,2023
103,112,Grid,1,63,1.05,76.20,Laurel,2022
107,56,Grid,1,61,1.05,45.70,Laurel,2022
109,168,Row,1,63,1.05,61.00,Laurel,2022
109,168,Row,1,65,1.05,71.10,Laurel,2022
202,168,Row,2,65,1.04,73.70,Laurel,2022
209,168,Grid,2,61,1.04,55.90,Laurel,2022
305,168,Row,3,71,1.04,66.04,Laurel,2023
305,168,Row,3,71,1.04,67.31,Laurel,2023
305,168,Row,3,71,1.04,68.58,Laurel,2023
305,168,Row,3,71,1.04,73.66,Laurel,2023
305,168,Row,3,71,1.04,86.36,Noelle,2023
306,28,Row,3,59,1.04,45.72,Laurel,2023
308,168,Grid,3,61,1.04,74.93,Laurel,2023
307,168,Row,3,61,1.04,66.00,Laurel,2022
307,168,Row,3,65,1.04,73.70,Laurel,2022
201,56,Grid,2,61,1.04,132.08,Laurel,2023
105,168,Row,1,71,1.04,81.28,Laurel,2023
105,168,Row,1,69,1.04,96.52,Laurel,2023
109,168,Row,1,65,1.04,66.00,Laurel,2022
202,168,Row,2,65,1.03,61.00,Laurel,2022
